symbol,price,price_change,price_percent_change
ZUZF,203.99,-0.83,4.83%
HTLF,399.31,0.87,-4.36%
FWX,322.31,-8.78,0.27%
UMKX,338.18,5.62,1.8%
UMSZ,161.19,-3.15,1.09%
VKBJ,280.58,-3.68,0.78%
DCKG,217.68,-9.25,-2.16%
SZTM,358.06,2.72,-2.02%
NRD,248.45,3.71,-4.99%
MGON,246.96,-8.75,1.44%
XITR,494.21,-9.09,0.72%
LTR,14.4,4.87,-4.02%
SZI,79.78,6.24,0.0%
SAAD,338.58,-1.48,-4.29%
YGGU,271.07,-8.63,1.84%
GGBE,174.69,8.5,0.73%
OOZ,217.3,4.41,3.14%
XKH,418.73,-3.9,2.84%
ELVF,65.29,-2.24,2.98%
YOOM,365.01,-6.9,-0.94%
AAOR,348.47,9.59,3.13%
BZSC,450.03,-5.34,0.54%
AUWS,104.39,-5.03,1.15%
MKP,96.68,-9.7,2.13%
INQX,457.86,-3.21,2.61%
JUT,153.14,6.14,0.38%
GJZ,188.1,1.0,3.49%
ZRA,251.49,2.88,0.45%
PHUV,488.64,1.63,-2.63%
ZBRV,493.86,5.69,4.33%
CDBX,347.68,-6.52,4.54%
YFV,413.77,-8.48,-4.08%
KVRM,115.43,8.72,3.47%
OGR,490.57,3.56,0.39%
WCJG,383.54,-0.97,4.05%
PGRD,469.84,-0.63,2.67%
XTV,214.01,-6.27,-3.39%
RHA,389.41,9.57,4.74%
WGYO,234.43,6.19,-0.81%
OXNI,235.97,-9.53,-4.04%
FMK,329.8,4.38,-2.57%
BEN,342.17,6.87,2.12%
WQOK,37.82,1.36,4.54%
FES,170.75,3.28,2.74%
QAOJ,107.4,-7.69,-3.03%
FIHH,150.06,7.03,-4.65%
RQW,100.31,-1.08,-1.46%
SLNR,13.81,8.37,2.11%
HHT,390.35,3.52,0.82%
PYQ,324.26,-2.09,-2.54%
MOQW,49.65,-7.17,4.49%
JGU,112.13,8.34,1.96%
ABTJ,102.87,-5.01,-1.89%
SMHM,360.03,4.31,-0.74%
TMOH,336.28,-3.05,-2.35%
URY,335.3,0.43,4.52%
WKFG,456.88,-1.69,-2.73%
EHII,443.55,2.14,-4.78%
MPQ,317.18,-4.35,0.69%
OWWB,251.68,0.85,-0.12%
MEBX,156.27,9.81,0.92%
MTP,34.14,-8.69,1.74%
NXBX,129.27,-6.03,3.48%
VSY,118.66,-3.52,-0.38%
YVP,404.53,3.6,3.66%
LQMM,228.93,4.63,-1.85%
PMHR,252.72,5.64,-0.18%
TMM,206.8,-0.25,-2.77%
JUA,46.28,-9.21,3.45%
JQUJ,224.68,-3.11,-3.88%
MHUK,152.18,8.48,-1.59%
VUU,218.23,4.93,2.37%
JGE,386.97,-5.06,2.23%
ASHH,85.63,-3.03,4.61%
RVB,404.73,4.1,-0.09%
CSSI,338.22,-4.1,0.25%
PXO,239.27,3.84,2.51%
YTXZ,355.93,1.89,-2.75%
QYP,291.22,-2.72,2.87%
QIED,53.12,-7.4,2.78%
ZDO,269.71,-3.41,-4.54%
XUE,193.0,9.88,-0.76%
EOB,446.02,-6.99,-2.18%
WVDD,464.29,-0.17,-0.05%
VFQZ,206.47,1.78,1.07%
NHW,300.78,-8.08,-3.34%
EIY,194.96,9.96,3.22%
FQN,306.98,-4.66,-2.66%
HHB,56.0,-0.35,4.43%
GUB,368.44,4.4,2.34%
GSRC,451.05,9.12,-1.41%
VTUW,29.6,-2.92,-2.59%
HDR,247.37,7.57,3.74%
KNC,482.61,9.48,-4.8%
JMY,411.69,8.11,-3.06%
LORQ,205.7,9.71,-4.88%
KLNI,23.99,-0.8,2.74%
WRAP,21.44,3.33,-2.22%
OLKD,235.78,-1.39,2.17%
OBJ,30.55,-2.56,0.19%
NFY,281.38,-6.96,-4.07%
AIE,367.93,8.8,2.49%
LAPV,300.38,-8.07,3.4%
AGQ,95.77,-2.6,-4.03%
OXXF,496.48,1.27,0.09%
JAOV,488.59,5.64,-3.95%
BTT,259.93,-3.27,1.5%
BUSA,289.27,-8.61,2.47%
HHK,351.42,0.74,3.99%
BTSW,130.47,0.45,-0.94%
IIM,223.34,5.99,1.43%
ENGH,434.25,5.1,4.21%
CQE,403.21,-2.14,2.91%
HPV,175.27,8.78,-0.02%
VFTR,344.67,-5.71,4.08%
DVAO,455.98,-8.9,-1.97%
DGB,74.62,1.29,-2.34%
ULIY,321.31,2.96,-2.3%
EFW,385.8,-0.27,-3.37%
TTJH,201.82,4.88,1.63%
CKGJ,425.31,9.19,2.0%
SKVR,158.6,9.6,2.98%
FQEC,372.69,-4.54,4.01%
UWBL,379.67,-0.7,2.15%
YDA,125.14,-5.34,2.81%
KLBS,146.93,3.76,-2.65%
CBW,88.3,-2.29,3.77%
YLT,422.8,8.78,1.31%
ZYWL,115.91,8.06,1.9%
UCX,455.63,-5.51,-1.51%
JVO,401.1,-6.62,3.2%
TJQ,186.92,-3.87,3.78%
NSA,351.36,-0.45,1.09%
OBFK,404.88,8.99,1.42%
FFKD,45.96,1.18,4.64%
ZXBK,165.48,-8.53,-4.98%
BIQQ,157.75,4.59,3.79%
AWX,97.16,9.11,-3.77%
HFU,172.53,-1.83,0.31%
RSE,397.79,-0.85,-1.39%
LOQE,425.35,-6.42,0.91%
HUZ,41.34,4.34,4.68%
CLW,405.21,-1.56,2.99%
KYF,287.39,-5.62,1.98%
TURW,351.87,5.53,-4.61%
GBJS,422.9,-1.32,1.94%
ENAI,60.49,-5.58,-3.45%
VJEJ,251.53,2.69,-4.89%
ANQS,345.29,-2.76,1.22%
AXQ,426.8,-5.84,-2.28%
VSQA,159.55,6.13,-0.71%
RIUY,176.62,3.73,-0.38%
HUO,141.1,-4.02,0.86%
MPQ,87.45,-9.67,0.24%
GYV,218.93,-3.27,2.23%
DRBA,26.79,-7.42,-0.92%
LVGA,386.62,-0.53,1.85%
PEM,152.23,-9.13,-1.53%
WVT,89.29,-6.12,0.23%
XBZ,81.65,-0.51,2.55%
ZUUS,14.09,7.6,-0.21%
UYM,414.5,8.46,3.71%
YJX,317.54,-8.62,1.5%
EEE,73.81,-8.82,0.71%
SEXG,398.78,-1.89,-2.12%
JFOB,453.23,0.16,-0.28%
GXJA,71.23,9.17,-4.87%
EBAA,498.78,-1.24,4.71%
SXHB,45.74,9.95,-3.59%
COUR,457.42,-4.09,-4.21%
BYM,323.3,5.4,1.96%
EOK,470.08,1.66,1.92%
YQKZ,311.27,8.69,-3.45%
ZYW,225.6,-2.31,-4.63%
DHO,364.63,0.47,3.4%
NPXA,79.15,3.59,-4.8%
CTGZ,122.8,-8.93,-1.48%
TREQ,265.29,-3.05,-2.7%
LQK,254.47,3.61,4.48%
YQFA,348.15,4.82,3.3%
MBVH,397.24,7.4,1.9%
UZL,91.64,-1.99,0.19%
CBO,59.2,9.82,-1.64%
CAOG,366.26,-7.24,1.97%
WEDP,305.63,-7.88,-3.99%
BVII,15.5,-9.1,3.49%
TWZ,11.39,3.73,-2.31%
LVEB,269.31,-4.18,2.72%
EBM,181.65,-2.68,-4.67%
LHAX,286.81,8.8,0.24%
WHRD,131.76,-1.85,3.74%
MUP,150.42,2.38,4.97%
RFC,404.03,9.43,-3.81%
XCDX,29.12,-5.73,-2.77%
IGQ,96.07,5.87,-0.24%
VXG,322.18,0.83,1.7%
YBUL,86.4,-0.52,0.14%
QMNR,178.92,0.76,-2.78%
MYZV,406.67,-9.83,-0.11%
SMT,273.25,7.08,-4.37%
NRI,315.94,4.26,1.0%
JIPT,14.34,-1.4,-0.88%
MFN,332.36,6.84,-4.17%
YVOW,71.09,9.3,-0.22%
DCLP,234.73,0.75,2.91%
BPEV,217.94,-9.66,4.45%
XEY,35.95,5.08,3.41%
RYI,432.68,-4.41,-0.22%
DLDR,318.09,7.38,3.37%
ENWP,214.32,8.56,-2.87%
VMW,161.99,-4.51,4.33%
NMDY,34.46,-2.81,-3.41%
NMS,101.36,-0.09,0.38%
UMT,256.2,-7.07,1.35%
JJCK,41.34,-5.78,4.86%
YNGJ,408.57,8.58,3.32%
ELR,38.37,-5.86,4.45%
UPGP,496.76,8.2,-2.96%
ROR,211.04,9.26,2.8%
DQZ,147.69,-5.85,-1.3%
ZVNQ,81.24,8.53,-3.25%
UGIA,158.47,-4.84,-4.19%
BJEG,375.97,-1.67,3.67%
WVI,74.96,1.45,1.51%
PPJ,121.84,4.77,4.89%
THG,335.96,-6.66,-0.9%
GDTU,156.85,-6.74,4.69%
ZZQZ,161.32,-4.4,3.59%
VCX,239.41,7.44,-2.03%
NTK,248.99,-7.75,2.16%
IQBD,199.05,1.05,-4.52%
GDC,223.11,-7.94,-2.26%
AMH,288.95,-4.77,0.94%
OWB,491.33,3.29,-0.56%
IMK,24.01,2.25,-3.72%
FAO,45.29,2.89,2.3%
DKSN,151.37,3.66,1.36%
FLAU,237.16,2.73,0.09%
ZIB,288.93,9.3,-2.34%
GGZ,191.29,4.79,3.69%
PXWR,131.71,2.03,3.12%
ZJJD,59.59,0.15,4.43%
LJH,126.57,-6.88,-3.01%
FRE,286.11,8.68,-1.37%
XCE,438.2,-0.24,1.23%
OZH,298.3,-8.09,-1.63%
VRIV,13.49,3.35,2.17%
WNCK,400.76,2.23,-1.92%
LRZ,228.9,-3.17,-4.03%
BCGW,23.56,-7.58,4.13%
BUCH,433.35,-4.6,-2.91%
JRT,445.79,-2.56,2.47%
PNRS,36.14,-6.34,3.49%
WYBZ,359.02,-2.46,-1.42%
GNYN,418.77,3.99,4.14%
YUZ,264.45,9.0,4.61%
CAX,183.17,5.6,-2.41%
QRVJ,79.9,-9.73,3.52%
ODDD,477.89,0.46,4.73%
PMB,397.41,-5.85,-1.78%
JPY,69.62,9.79,-0.23%
QHZ,349.84,-5.3,-1.79%
NNA,147.26,7.49,-0.97%
CSCP,227.13,-8.28,1.47%
SKN,237.34,0.14,1.58%
KDHY,98.74,-3.47,-1.32%
DMM,357.85,-0.16,1.39%
GORD,396.29,-7.15,-4.86%
DYD,258.25,8.19,-2.66%
FORX,188.52,-0.97,0.77%
WSQ,229.64,0.25,-1.95%
FDMI,249.29,-2.16,-2.45%
ZSUM,116.27,4.11,3.6%
AQL,402.1,-6.05,3.07%
VSU,24.04,8.82,-4.32%
FAD,452.89,0.78,-0.43%
YXQW,218.88,5.98,-1.83%
BQM,241.51,-6.57,4.58%
AJWM,116.93,5.79,2.97%
PDD,421.53,-4.72,-1.04%
PLQ,62.85,9.49,3.23%
DEY,90.44,-4.15,-2.08%
SXE,447.76,-5.88,-1.41%
HRKX,437.81,7.91,-0.21%
GRKK,329.9,-4.71,4.5%
ISGA,487.42,-1.88,0.03%
HXC,422.37,9.18,-2.52%
GQO,382.32,-4.34,-1.53%
IPHX,491.44,4.18,-0.97%
LBF,368.0,-2.07,1.5%
SUKA,272.24,4.64,-0.71%
QCWK,104.33,-4.11,-4.2%
XYAD,186.89,-6.48,-4.64%
KDD,278.29,0.98,-3.96%
CGU,426.43,-3.33,1.59%
HGI,219.21,3.57,1.09%
PVVL,275.41,-6.7,-3.07%
RUDH,39.3,4.47,-1.52%
YPI,135.32,-8.28,-2.34%
JNJ,453.37,5.54,2.66%
BLD,219.76,9.13,2.5%
XAK,212.94,5.76,0.86%
ZLXA,392.85,-5.67,-2.97%
TMZ,323.13,7.54,-3.45%
EFNO,59.85,-5.31,2.36%
GSJ,214.63,7.97,0.68%
NAG,273.36,-7.11,-4.87%
GJQO,166.45,-3.3,-1.63%
DHMO,271.93,0.57,-2.2%
AHXI,276.01,-4.54,-4.99%
IJH,20.24,-1.23,4.56%
SVU,65.98,-9.31,-3.21%
LUZ,54.04,8.51,4.95%
LGWH,251.52,1.75,-4.54%
UAHF,294.03,4.47,3.27%
WSS,250.98,0.98,0.63%
PGPA,308.26,-7.83,3.76%
QLYV,87.33,3.78,0.02%
BFD,430.11,-0.57,2.75%
OGN,254.75,9.34,-2.16%
WSOL,76.24,8.07,-4.07%
CPSB,43.85,0.71,-4.35%
DKD,240.47,-0.46,-2.32%
BXM,238.35,-7.64,-4.3%
TNZS,33.97,-7.43,-3.49%
QXA,276.78,3.51,-4.96%
TTX,184.29,7.59,0.05%
FIL,433.74,6.97,0.4%
WUWN,274.23,9.55,-1.19%
VDRF,445.84,2.59,4.8%
FPA,137.76,-0.57,1.8%
GSHO,104.47,-5.17,-3.54%
FZOR,188.77,-5.02,0.95%
SOBH,277.64,-5.03,-3.27%
DVX,386.36,3.66,1.1%
ERHW,48.26,2.26,2.63%
XIME,67.39,6.92,0.23%
ZIVD,284.29,-3.24,-3.72%
CKLQ,90.06,8.06,-3.66%
ACU,413.01,5.39,1.46%
ZPEM,14.63,5.95,0.33%
UHW,344.58,0.96,-2.23%
TZGD,434.73,3.89,-4.4%
CUJ,426.06,8.96,1.65%
WEK,347.5,-2.56,-2.87%
TGLF,343.42,-3.5,-2.62%
ESPF,389.79,1.12,1.25%
UXJ,22.17,-0.3,1.97%
DYJ,125.94,-5.71,3.44%
LMJ,339.91,0.58,-3.15%
VNYI,110.26,-2.9,-2.83%
VPN,396.02,-9.6,0.04%
YSR,13.0,-3.3,2.62%
KCJ,210.17,9.37,0.53%
CYD,376.92,8.33,0.38%
JAZJ,91.33,-9.84,-4.52%
CIUN,108.16,6.95,2.86%
MDUW,486.52,-8.08,1.4%
XZWV,231.19,-5.34,-0.42%
GPN,77.28,-5.61,-1.3%
XOC,279.73,0.9,2.8%
DKXB,339.87,4.25,4.15%
VEMM,381.88,-3.54,2.53%
CUR,64.18,4.16,-3.57%
AHN,329.99,-9.69,4.43%
XCW,70.6,-2.41,3.91%
EBJ,151.51,-1.95,-0.35%
UWX,14.39,-3.11,-2.68%
ZQZU,300.45,-8.61,0.43%
UJI,468.24,-3.07,2.36%
UVU,85.93,-7.76,0.37%
IEF,260.37,-3.95,-4.21%
GLKB,150.86,0.78,2.09%
DZR,277.57,2.92,0.36%
NDBO,461.97,-5.63,1.4%
VRH,68.01,-4.41,-3.44%
ZEU,327.87,-0.32,0.39%
ANRD,250.97,6.54,1.91%
SXZ,268.39,-8.42,-0.43%
PKW,432.08,5.41,-3.3%
ILQ,85.11,-6.63,-4.39%
YNJU,111.49,6.18,-0.55%
EDGV,196.81,-3.12,3.57%
SHGQ,98.65,-4.4,1.17%
JFZK,260.52,5.94,-3.62%
EFCK,165.26,-0.98,3.68%
ZER,160.4,-5.31,2.51%
JFLA,222.01,5.55,-0.47%
NDW,158.27,1.73,1.41%
XKN,409.81,-6.57,2.95%
KNTQ,454.89,-1.59,0.63%
LYOL,315.67,-1.07,-0.69%
DETM,252.99,8.99,2.97%
TXH,273.85,0.43,2.92%
MYBV,206.81,-3.31,-1.25%
QZR,234.27,-5.0,3.18%
ZJK,303.99,3.7,2.55%
LKM,31.48,8.87,3.22%
KRF,144.39,2.43,-4.42%
ECGG,154.79,7.39,1.72%
VZA,223.99,-8.65,2.51%
UJAF,42.09,2.62,-3.17%
BSH,425.85,7.48,2.56%
SROH,356.34,-2.61,1.82%
SDK,306.66,5.24,-4.65%
BRB,109.24,0.14,2.74%
XKVL,403.24,-4.14,1.49%
TCNO,414.71,1.05,4.53%
ZFR,436.85,-5.4,0.84%
WIR,415.95,6.73,1.92%
ROJI,109.77,8.63,1.73%
RSX,458.87,-5.85,4.56%
TYB,172.44,-2.81,-2.79%
TOVH,287.68,-3.75,-1.95%
CFL,111.78,-8.71,-4.57%
VVY,67.77,-3.67,-4.74%
KZH,408.13,-5.11,0.49%
LIDM,404.76,-2.77,-0.43%
CMK,134.13,8.43,-4.68%
GOHC,215.91,-6.08,-1.27%
YNF,262.49,-8.76,1.27%
HZW,155.78,-7.75,-1.37%
DUA,451.6,-7.02,-1.35%
EUTV,46.33,-4.86,-3.16%
CGYI,25.63,-8.28,4.81%
UCN,354.27,-4.31,4.98%
VTD,170.89,2.14,-3.82%
RZZ,426.62,-1.89,-3.03%
IHLL,249.52,4.35,4.27%
DZSH,381.1,4.89,-1.05%
UAC,65.07,8.02,3.13%
CFP,201.75,-1.8,1.11%
QWBU,448.48,-6.92,4.37%
FAOB,287.8,8.2,-0.76%
WYTU,435.62,5.9,-3.45%
HGLT,81.88,2.93,-2.39%
GDN,319.47,-2.37,2.05%
POMR,173.73,-9.71,-2.16%
MTJ,422.74,0.6,0.68%
ZEVY,441.69,1.99,-1.18%
HJBH,375.34,5.7,-4.21%
AUR,466.84,5.65,-2.43%
HQW,233.93,-2.66,0.51%
XTQI,298.51,6.91,3.72%
IPM,452.39,-6.93,2.93%
UOGU,452.88,4.15,0.33%
MKX,94.42,-9.85,-3.25%
USEO,102.2,0.51,0.1%
FEE,221.07,1.02,1.03%
DERO,298.34,1.43,0.06%
UYBP,201.33,-2.22,-2.68%
UGG,193.66,2.09,-3.85%
HNUA,345.53,-4.53,-2.96%
XOLL,432.76,7.09,-2.17%
FEX,405.69,-5.21,-4.29%
ZUJA,455.72,3.51,0.29%
FGOY,97.62,9.69,2.02%
EOBI,312.52,-8.32,-2.72%
CWI,460.68,5.7,3.8%
TNC,241.94,-8.93,0.03%
BGY,453.06,1.96,-0.91%
JAHE,214.87,6.72,-1.29%
XWFM,101.84,6.75,3.02%
WGU,272.11,-5.21,-2.08%
CRW,477.53,4.06,-1.86%
CQK,455.17,1.09,1.12%
BFXM,101.25,-3.62,-0.43%
CMZ,166.55,-1.32,2.85%
VAR,306.55,6.42,1.55%
OMZ,306.78,-2.95,-1.94%
JCX,457.34,-6.33,4.28%
OPQ,414.62,9.92,-3.99%
CHS,306.65,0.99,2.58%
EGO,417.05,3.39,0.99%
ELP,124.04,9.57,0.89%
OYV,299.55,-9.97,-1.42%
KZR,212.02,2.81,3.97%
QNQ,150.73,-3.5,0.03%
XFX,394.64,-7.43,3.07%
KFRN,218.09,5.47,-3.71%
VQHF,199.34,5.46,1.88%
JKI,220.5,-4.72,-1.81%
PJH,20.15,0.78,-1.83%
FFXC,483.45,-4.99,4.95%
IXM,375.83,3.69,4.6%
RTT,384.39,4.58,2.36%
TVCN,79.7,-3.49,-2.48%
MHNH,99.06,-2.98,-3.95%
MNU,424.42,1.97,-3.0%
MZS,136.71,0.8,4.64%
KVYQ,209.62,9.27,-0.79%
NGO,74.61,-7.09,3.03%
BGGQ,149.47,0.03,4.16%
XHO,311.34,7.23,1.12%
NTIB,436.95,8.2,-3.57%
KJUA,309.94,2.38,-3.94%
KZDN,157.2,6.79,-0.96%
HNMX,319.31,3.05,-2.99%
IZZT,204.44,-5.45,3.51%
ZVVQ,65.68,-2.72,-4.73%
YHH,354.65,1.4,-4.43%
IHS,454.37,4.89,1.3%
KAFL,138.7,-1.84,-2.87%
ANL,200.87,-4.68,-2.3%
IESW,291.98,-9.39,0.07%
MQQS,293.77,0.32,-3.16%
HBJ,394.45,8.04,1.54%
MKI,312.03,-1.87,0.47%
ZARG,223.53,8.73,-4.81%
AXMI,425.31,2.95,-0.58%
BGRA,179.34,-8.0,2.15%
TGD,292.67,-9.19,-2.62%
NUS,229.48,-7.22,-4.11%
FSPR,314.11,0.78,3.83%
NJYP,331.18,-8.96,-4.04%
WHVL,376.25,5.14,0.66%
YWKV,165.63,-0.11,2.05%
LLJ,222.15,-2.88,3.43%
MTE,140.26,5.72,-3.36%
IHD,208.3,5.8,4.7%
PTJW,223.02,4.63,4.95%
CTGI,425.97,-1.97,2.29%
BRIZ,411.96,5.21,-2.64%
AIH,123.6,-2.0,-3.85%
IJE,336.02,7.33,0.5%
PNAU,198.97,1.8,-0.58%
FPX,105.41,0.23,4.85%
VGGC,436.94,-2.23,3.41%
TSZW,483.36,8.85,4.25%
RHF,224.09,-7.21,-1.5%
ASHM,173.01,-9.3,-4.78%
WEXH,467.87,0.29,3.09%
BVEN,456.84,7.34,-0.42%
RNL,56.84,-8.47,0.73%
TJME,126.08,-6.29,4.69%
DLO,34.57,5.38,-3.13%
RSTE,475.92,-7.57,2.49%
GCH,487.89,-3.78,-2.11%
FBEQ,97.79,-6.6,3.63%
BEDQ,134.71,1.14,-2.02%
PMR,76.32,1.65,3.84%
AGO,14.98,-0.78,3.45%
BKE,487.46,7.75,-3.8%
IKKZ,412.5,-3.45,3.07%
JTKW,85.64,0.81,-3.55%
EHXE,111.23,-7.95,0.69%
HSQO,263.14,-1.36,3.81%
CCA,484.28,4.48,-1.05%
QAMX,493.18,-4.36,-1.09%
WBBX,48.49,-7.34,-1.22%
SCJN,229.21,7.12,-0.26%
HWSU,25.62,-2.69,-1.44%
FKXB,58.74,9.3,-0.01%
RMY,321.07,-2.01,4.75%
GTZL,476.24,8.85,4.26%
VDWT,283.53,-7.23,2.23%
SHH,348.03,-9.45,-2.65%
EBJ,83.37,8.36,-1.91%
KNDO,454.35,-4.86,-4.17%
XHE,256.96,6.14,0.85%
AWY,18.34,-4.28,2.43%
VEX,363.97,-1.74,-4.64%
BBFD,110.63,-1.85,1.54%
HGFW,385.4,8.69,4.24%
JYU,258.38,7.31,-4.92%
WAN,452.85,-0.41,2.0%
YYG,416.58,-5.02,0.96%
ZTMV,162.93,6.09,3.96%
BWH,453.47,-9.59,4.82%
ADX,114.17,-3.01,0.5%
JZCG,232.91,0.51,1.82%
RTKC,370.48,2.4,-1.99%
EUS,398.54,4.7,-4.94%
YFSO,484.72,7.19,4.18%
SHHU,187.78,3.44,0.16%
XYOC,293.67,-7.85,4.08%
WADU,314.25,-6.47,1.64%
UYT,465.71,7.39,-3.75%
DGJ,287.33,1.06,1.25%
CQQ,198.13,-4.22,-3.97%
XRX,247.19,-2.88,2.61%
NAP,420.19,-2.77,1.05%
OTC,490.69,-0.58,3.27%
RES,54.06,-3.99,3.22%
DXY,248.98,6.68,1.41%
SGQY,491.11,-8.29,-2.2%
BGU,232.08,5.51,-0.54%
XCHF,497.8,-7.57,1.05%
EGBD,153.66,7.99,4.18%
LMZY,469.85,1.58,-4.3%
MYZ,422.47,9.84,-4.98%
ERM,201.77,-1.53,0.56%
WSME,375.58,1.01,-1.88%
BDZB,379.56,3.33,-0.06%
LANU,177.45,-0.59,1.4%
MUF,124.48,3.05,0.77%
FUV,11.18,1.74,3.92%
BEHD,408.12,8.37,-1.12%
HXDY,27.86,0.7,4.13%
IAO,391.83,4.94,-4.2%
MSDT,397.97,-0.66,-3.92%
OSM,498.94,-0.67,1.26%
VGGK,37.66,9.38,4.91%
FCUQ,201.84,-7.38,4.69%
YJP,399.48,1.64,0.24%
EOVB,351.03,-5.34,1.14%
VTKH,45.31,-8.16,2.8%
ZLN,84.57,5.87,-4.88%
AZL,210.11,-1.12,-2.53%
TXQE,203.8,6.25,0.57%
YLU,123.51,-5.3,-0.5%
LLN,458.44,1.74,-4.73%
TYLS,62.02,-6.61,-4.74%
RPYV,373.94,7.89,-1.13%
QQVR,48.0,-5.0,-4.68%
HCF,395.54,-2.92,-3.22%
WDLM,215.17,-7.8,-2.11%
AZTF,61.33,-1.05,2.97%
JDT,255.81,-5.15,3.6%
NGKT,410.59,7.71,4.63%
UGHQ,170.57,-8.14,1.2%
KRAN,493.38,-0.21,-3.32%
ZRXR,193.55,0.51,4.55%
WHT,30.01,-7.5,3.24%
HEG,81.75,9.52,4.4%
GMJN,284.78,-2.65,-2.78%
ZSG,64.59,-6.51,-0.2%
VBL,249.4,-5.67,-3.62%
IVOO,152.88,5.98,-0.86%
RSSP,332.53,-4.16,-1.59%
AMV,298.82,-1.69,-2.38%
ZGCV,130.11,1.52,-4.25%
GBRL,398.81,7.59,4.17%
KLCO,385.48,-7.81,2.98%
CZDV,72.98,0.4,-1.68%
FQJ,492.06,-3.33,2.2%
YGYJ,298.57,6.25,4.85%
XSCD,37.33,9.18,3.34%
RYMV,56.86,6.22,-0.31%
MUY,195.04,7.97,1.2%
UREL,239.79,1.25,-1.6%
FEAG,231.26,0.94,0.76%
JBD,40.44,-1.85,-1.11%
UWW,168.75,0.91,-3.06%
IHH,86.46,-5.15,-0.07%
KNZ,380.07,4.98,1.95%
ANT,347.73,5.41,1.07%
FLL,341.06,6.41,-1.64%
HYY,104.47,6.26,-3.77%
DNHG,395.86,-0.02,-4.7%
LWRR,439.42,1.64,-3.19%
SDNQ,192.28,-8.89,4.29%
AFF,87.39,8.07,-4.68%
SZDV,239.42,8.32,0.88%
IENW,351.66,-1.21,3.39%
XKI,332.19,7.43,-3.72%
GEXC,421.75,2.89,-4.5%
QIZG,276.03,-9.91,-0.7%
LELY,224.54,-2.18,-3.44%
WFWI,422.67,-3.62,-4.93%
VECV,127.87,4.09,1.49%
YMJS,16.87,8.52,2.61%
YQE,252.68,-7.01,3.33%
YTPC,204.51,-1.8,4.83%
IBU,25.79,4.59,-0.05%
TIC,207.77,-6.78,-2.62%
GDM,443.23,3.68,-2.98%
CBY,218.75,8.97,-2.3%
MSQS,429.93,-1.14,-1.64%
XSX,415.49,-1.02,-3.87%
SQJ,432.51,6.12,0.21%
EOW,425.9,-4.54,-1.13%
FFCR,166.31,-9.83,-2.42%
VYFK,227.64,-0.16,0.66%
GJLD,235.46,-0.82,-1.3%
ORB,491.24,0.26,-3.46%
TXHN,52.5,-4.42,-1.99%
JKI,418.56,-0.38,-2.75%
YVAE,337.79,-2.29,3.52%
ZTXE,195.32,3.1,-0.22%
SPS,155.11,7.2,-4.29%
CJPK,239.25,9.08,1.51%
HLH,321.13,-6.36,-4.15%
VLW,138.5,-0.44,0.2%
YYNY,298.22,-3.28,3.34%
RZQ,50.49,-0.67,-0.54%
KIE,440.89,-8.05,3.82%
THZQ,149.97,3.63,1.94%
UBNX,119.24,-3.9,1.85%
UFKJ,245.22,-1.41,1.25%
NNPZ,301.5,-9.03,2.84%
MEU,33.48,-4.93,-2.92%
FUVX,252.25,1.24,-4.86%
PJV,236.26,8.18,-2.46%
EZNR,186.42,-7.69,-1.78%
UBVR,142.62,3.62,0.6%
PDSV,256.13,2.74,2.76%
ELN,352.08,-1.93,3.87%
MSS,234.5,0.46,-1.87%
WXX,352.13,3.78,-1.95%
ZMUB,319.69,0.23,-2.75%
EOT,134.03,-4.28,3.67%
UGR,200.9,-6.6,-2.51%
KPL,246.13,4.47,-0.97%
HNW,435.42,2.59,3.96%
AXEK,165.19,8.94,-0.33%
LPNE,162.0,-7.8,1.57%
ZOWK,24.67,-2.99,-4.86%
KMM,446.62,-3.84,-1.27%
WVM,330.56,-4.32,4.14%
SAHI,121.11,-0.92,1.68%
CPD,428.78,-7.62,0.66%
WUE,290.68,-8.82,-4.13%
IVA,25.07,-4.09,2.36%
XJSO,209.66,-7.34,0.44%
TZHS,362.26,8.11,2.39%
WZZ,391.13,2.29,-4.15%
JLYF,438.99,-0.21,4.62%
JYSV,328.41,-3.94,1.37%
ZNH,380.57,-6.94,-2.09%
HPA,289.58,3.98,-0.8%
IYDT,182.37,0.36,4.31%
DHNF,483.79,-6.51,2.19%
PTU,220.8,-0.93,-0.23%
XZCE,253.7,7.56,-2.55%
CXQ,223.77,-4.24,-1.69%
WOR,429.0,-8.89,2.11%
YRS,303.13,-3.1,1.04%
ZNB,473.95,3.17,-1.8%
BRTI,162.35,-5.22,-2.39%
ERB,260.66,-1.41,0.77%
LHGW,401.95,-7.07,-2.29%
VISD,333.45,4.12,-0.91%
ENY,168.59,4.91,0.56%
GXT,310.88,-5.97,2.07%
XPWJ,79.11,1.99,-1.02%
ZMUL,326.81,1.21,3.0%
EDY,49.0,6.52,-4.13%
ZIF,205.86,5.53,-2.2%
NPQ,467.19,-7.7,-0.89%
VZH,283.14,0.96,4.16%
QEUZ,233.55,-2.46,1.75%
AEG,21.11,0.82,-2.89%
XES,166.28,-0.23,-0.8%
OCGI,75.25,-6.03,4.2%
ZVP,439.66,-3.99,-2.81%
UVN,398.29,-5.65,2.51%
GTGT,346.45,9.62,2.78%
SKBQ,213.7,6.91,-2.12%
GHO,407.43,9.34,-3.6%
XBNS,328.14,2.58,-0.63%
